"VM","Cluster","Disk","CapacityGB","StorageFormat","Persistence","Filename"
"VMware vRealize Log Insight","Cluster_PF_SAGE","Hard disk 3","0,5","Thin","Persistent","[DS_OS_VA-1] VMware vRealize Log Insight/VMware vRealize Log Insight_2.vmdk"
"TG002VMDBO131","Cluster_PF_BSS","Hard disk 1","150","Thick","Persistent","[DS_OS_ICT-1] TG002VMDBO131_NEW2/TG002VMDBO131_NEW2.vmdk"
"TG002VMDBO131","Cluster_PF_BSS","Hard disk 2","2048","Thin","Persistent","[DS_ICT_ALL_IN_ONE] TG002VMDBO131_NEW2/TG002VMDBO131_NEW2_2.vmdk"
"TG002VMDBO131","Cluster_PF_BSS","Hard disk 3","1624","Thick","Persistent","[DS_ICT_ALL_IN_ONE] TG002VMDBO131_NEW2/TG002VMDBO131_NEW2_3.vmdk"
"TG002VMDBO131","Cluster_PF_BSS","Hard disk 4","2048","Thin","Persistent","[DS_ICT_ALL_IN_ONE] TG002VMDBO131_NEW2/TG002VMDBO131_NEW2_4.vmdk"
"TG002VMDBO131","Cluster_PF_BSS","Hard disk 5","2048","Thin","Persistent","[DS_ICT_ALL_IN_ONE] TG002VMDBO131_NEW2/TG002VMDBO131_NEW2_5.vmdk"
"TG002VMDBO131","Cluster_PF_BSS","Hard disk 6","50","Thin","Persistent","[DS_ICT_ALL_IN_ONE] TG002VMDBO131_NEW2/TG002VMDBO131_NEW2.vmdk"
"TG002VMAVS175_old","Cluster_SAGE","Hard disk 1","600","Thin","Persistent","[DS_OS-AVS] TG002VMAVS175/TG002VMAVS175-000002.vmdk"
"TG002VMAVS175","Cluster_PF_BSS","Hard disk 1","600","Thin","Persistent","[DS_OS-AVS] TG002VMAVS175_1/TG002VMAVS175_1-000002.vmdk"
"TG002VMDBM175","Cluster_PF_BSS","Hard disk 1","300","Thin","Persistent","[DS_OS_IA-2] TG002VMDBM175/TG002VMDBM175.vmdk"
"TG002VMDBM175","Cluster_PF_BSS","Hard disk 2","200","Thin","Persistent","[DS_OS_IA-2] TG002VMDBM175/TG002VMDBM175_1.vmdk"
"TG002VMDBM175","Cluster_PF_BSS","Hard disk 3","500","Thin","Persistent","[DS_OS_IA-2] TG002VMDBM175/TG002VMDBM175_2.vmdk"
"TG002VMAPP156(TG002VMFEO157)","Cluster_PF_BSS","Hard disk 1","150","Thin","Persistent","[DS_OS_BI-1] TG002VMAPP156(2)/TG002VMAPP156(2)_4.vmdk"
"TG002VMAPP156(TG002VMFEO157)","Cluster_PF_BSS","Hard disk 2","1024","Thin","Persistent","[DS_OS_BI-1] TG002VMAPP156(2)/TG002VMAPP156(2)_1.vmdk"
"TG002VMAPP156(TG002VMFEO157)","Cluster_PF_BSS","Hard disk 3","5120","Thin","Persistent","[DS_OS_BI-1] TG002VMAPP156(2)/TG002VMAPP156(2)_2.vmdk"
"TG002VMAPP156(TG002VMFEO157)","Cluster_PF_BSS","Hard disk 4","5120","Thick","Persistent","[DS_OS_BI-1] TG002VMAPP156(2)/TG002VMAPP156(2)_3.vmdk"
"TG002VMDATANODE01","Cluster_PF_BSS","Hard disk 1","500","Thin","Persistent","[DS_OS_SIEM] TG002VMQRAD026/TG002VMQRAD026-000001.vmdk"
"TG002VMREPO001","Cluster_PF_BSS","Hard disk 1","250","Thin","Persistent","[DS_OS_INFOBLOX] TG002VMREPO001/TG002VMREPO001-000002.vmdk"
"TG002VMREPO001","Cluster_PF_BSS","Hard disk 2","250","Thin","Persistent","[DS_OS_INFOBLOX] TG002VMREPO001/TG002VMREPO001_1-000002.vmdk"
"TG002VMCTX007","Cluster_SAGE","Hard disk 1","500","Thin","Persistent","[DS_OS_CITRIX_01] TG002VMCTX007/TG002VMCTX007.vmdk"
"TG002VMIME154","Cluster_PF_BSS","Hard disk 1","200","Thin","Persistent","[DS_OS_IME_1] TG002VMIME154/TG002VMIME154_3.vmdk"
"TG002VMIME154","Cluster_PF_BSS","Hard disk 2","2048","Thin","Persistent","[DS_IME_DATA_1] TG002VMIME154/TG002VMIME154_2.vmdk"
"TG002VMIME154","Cluster_PF_BSS","Hard disk 3","2048","Thin","Persistent","[DS_IME_DATA_1] TG002VMIME154/TG002VMIME154_1.vmdk"
"TG002VMREPO002","Cluster_PF_BSS","Hard disk 1","250","Thin","Persistent","[DS_OS_INFOBLOX] TG002VMREPO002_1/TG002VMREPO002-000001.vmdk"
"TG002VMREPO002","Cluster_PF_BSS","Hard disk 2","250","Thin","Persistent","[DS_OS_INFOBLOX] TG002VMREPO002_1/TG002VMREPO002_1-000001.vmdk"
"TG002VMCTX006","Cluster_SAGE","Hard disk 1","500","Thin","Persistent","[DS_OS_CITRIX_02] TG002VMCTX006/TG002VMCTX006.vmdk"
"TG002VMFLWCOL01","Cluster_PF_BSS","Hard disk 1","500","Thick","Persistent","[DS_OS_SIEM] TG002VMFLWCOL01/TG002VMFLWCOL01.vmdk"
"TG002VMAPPHOST01","Cluster_PF_SAGE","Hard disk 1","500","Thin","Persistent","[DS_OS_SIEM] TG002VMQRAD023/TG002VMQRAD023.vmdk"
"TG002VMFMC169","Cluster_PF_SAGE","Hard disk 1","250","Thick","Persistent","[DS_OS_VA-1] TG002VMFMC170/TG002VMFMC170.vmdk"
"TG002VMQRAD027","Cluster_PF_SAGE","Hard disk 1","1024","Thin","Persistent","[DS_OS_SIEM] TG002VMQRAD027/TG002VMQRAD027.vmdk"
"TG002VMDBO157","Cluster_PF_SAGE","Hard disk 1","150","Thin","Persistent","[DS_OS_BI-1] TG002VMDBO157/TG002VMDBO157_4.vmdk"
"TG002VMDBO157","Cluster_PF_SAGE","Hard disk 2","1024","Thin","Persistent","[DS_DATA_BI-1] TG002VMDBO157/TG002VMDBO157_1.vmdk"
"TG002VMDBO157","Cluster_PF_SAGE","Hard disk 3","5120","Thin","Persistent","[DS_DATA_BI-2] TG002VMDBO157/TG002VMDBO157_2.vmdk"
"TG002VMDBO157","Cluster_PF_SAGE","Hard disk 4","5120","Thick","Persistent","[DS_DATA_BI-3] TG002VMDBO157/TG002VMDBO157_3.vmdk"
"TG002VMCTX011","Cluster_SAGE","Hard disk 1","250","Thin","Persistent","[DS_OS_CITRIX_01] TG002VMLIC001/TG002VMLIC001_2-000001.vmdk"
"IRIS_PRP_PROD","Cluster_PF_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_BI-1] IRIS_PRP_PROD/IRIS_PRP_PROD.vmdk"
"IRIS_PRP_PROD","Cluster_PF_SAGE","Hard disk 2","200","Thin","Persistent","[DS_OS_BI-1] IRIS_PRP_PROD/IRIS_PRP_PROD_1.vmdk"
"TG002VMDBS024_RE","Cluster_PF_BSS","Hard disk 1","146","Thin","Persistent","[DS_RESTO] TG002VMDBS024_RE/TG002VMDBS024_RE.vmdk"
"TG002VMDBS024_RE","Cluster_PF_BSS","Hard disk 2","200","Thin","Persistent","[DS_RESTO] TG002VMDBS024_RE/TG002VMDBS024_RE_1.vmdk"
"TG002VMDBS024_RE","Cluster_PF_BSS","Hard disk 3","400","Thin","Persistent","[DS_RESTO] TG002VMDBS024_RE/TG002VMDBS024_RE_2.vmdk"
"TG002VMGRID001","Cluster_PF_BSS","Hard disk 1","250","Thin","Persistent","[DS_OS_INFOBLOX] TG002VMGRID001_OLD/TG002VMGRID001.vmdk"
"TG002VMGRID002","Cluster_PF_BSS","Hard disk 1","250","Thin","Persistent","[DS_OS_INFOBLOX] TG002VMGRID002_OLD/TG002VMGRID002.vmdk"
"TG002VMDBS079_RE","Cluster_PF_BSS","Hard disk 1","200","Thin","Persistent","[DS_RESTO] TG002VMDBS079_RE/TG002VMDBS079_RE.vmdk"
"TG002VMDBS079_RE","Cluster_PF_BSS","Hard disk 2","300","Thin","Persistent","[DS_RESTO] TG002VMDBS079_RE/TG002VMDBS079_RE_1.vmdk"
"TG002VMFTP102","Cluster_SAGE","Hard disk 1","146","Thin","Persistent","[DS_RESTO] TG002VMFTP102_RE/TG002VMFTP102_RE.vmdk"
"TG002VMFTP102","Cluster_SAGE","Hard disk 2","2560","Thick","Persistent","[DS_RESTO] TG002VMFTP102_RE/TG002VMFTP102_RE_1.vmdk"
"TG002VMAPP130","Cluster_PF_BSS","Hard disk 1","200","Thin","Persistent","[DS_OS_ICT-1] TG002VMAPP130/TG002VMAPP130_4.vmdk"
"TG002VMAPP130","Cluster_PF_BSS","Hard disk 2","400","Thin","Persistent","[DS_DATA_ICT-2] TG002VMAPP130/TG002VMAPP130_3.vmdk"
"TG002VMAPP130","Cluster_PF_BSS","Hard disk 3","50","Thin","Persistent","[DS_DATA_ICT-2] TG002VMAPP130/TG002VMAPP130_5.vmdk"
"TG002VMAPP176","Cluster_PF_BSS","Hard disk 1","300","Thin","Persistent","[DS_RESTO] TG002VMAPP176/TG002VMAPP176_4-000011.vmdk"
"TG002VMAPP176","Cluster_PF_BSS","Hard disk 2","200","Thin","Persistent","[DS_RESTO] TG002VMAPP176/TG002VMAPP176_1-000011.vmdk"
"TG002VMAPP176","Cluster_PF_BSS","Hard disk 3","500","Thick","Persistent","[DS_RESTO] TG002VMAPP176/TG002VMAPP176_2-000011.vmdk"
"TG002VMAPP176","Cluster_PF_BSS","Hard disk 4","5120","Thick","Persistent","[DS_RESTO] TG002VMAPP176/TG002VMAPP176_3-000011.vmdk"
"TG002VMIME155","Cluster_PF_BSS","Hard disk 1","200","Thin","Persistent","[DS_OS_IME_1] TG002VMIME155/TG002VMIME155_2.vmdk"
"TG002VMIME155","Cluster_PF_BSS","Hard disk 2","2048","Thin","Persistent","[DS_DATA_IME_3] TG002VMIME155/TG002VMIME155_1.vmdk"
"TG002VMWEB129","Cluster_PF_BSS","Hard disk 1","300","Thin","Persistent","[DS_OS_ICT-1] TG002VMWEB129/TG002VMWEB129_2.vmdk"
"TG002VMWEB129","Cluster_PF_BSS","Hard disk 2","200","Thin","Persistent","[DS_DATA_ICT-2] TG002VMWEB129/TG002VMWEB129_1.vmdk"
"TG002VMSX3TEST","Cluster_BSS","Hard disk 1","200","Thin","Persistent","[DS_OS_SAGEX3_TEST] TG002VMSX3TEST/TG002VMSX3TEST.vmdk"
"TG002VMSX3TEST","Cluster_BSS","Hard disk 2","200","Thin","Persistent","[DS_OS_SAGEX3_TEST] TG002VMSX3TEST/TG002VMSX3TEST_1.vmdk"
"TG002VMDBS093","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_IA-1] TG002VMDBS089_B/TG002VMDBS089_B.vmdk"
"TG002VMDBS093","Cluster_PF_SAGE","Hard disk 2","300","Thin","Persistent","[DS_OS_IA-1] TG001VMDBS089/TG001VMDBS089_1.vmdk"
"TG002VMFIL022_R","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_DATA_FIL022] TG002VMFIL022_R/TG002VMFIL022_R.vmdk"
"TG002VMFIL022_R","Cluster_PF_SAGE","Hard disk 2","8192","Thin","Persistent","[DS_OS_DATA_FIL022] TG002VMFIL022_R/TG002VMFIL022_R_1.vmdk"
"TG002VMFIL022_R","Cluster_PF_SAGE","Hard disk 3","5120","Thin","Persistent","[DS_OS_DATA_FIL022] TG002VMFIL022_R/TG002VMFIL022_R_2.vmdk"
"TG002VMSPT100","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_STB_FZ_DATA_BD] TG002VMSPT100/TG002VMSPT100.vmdk"
"TG002VMSPT100","Cluster_ESS","Hard disk 2","300","Thick","Persistent","[DS_STB_FZ_DATA_BD] TG002VMSPT100/TG002VMSPT100_1.vmdk"
"TG002VMDXL002","Cluster_ESS","Hard disk 1","20","Thick","Persistent","[DS-OS-DXL-01] TG002VMDXL002/TG002VMDXL002.vmdk"
"TG002VMSEL176","Cluster_BSS","Hard disk 1","60","Thick","Persistent","[DS_OS_SELFCARE] TG002VMSEL176/TG002VMSEL176.vmdk"
"TG002VMSEL177","Cluster_BSS","Hard disk 1","60","Thick","Persistent","[DS_OS_SELFCARE] TG002VMSEL177/TG002VMSEL177.vmdk"
"TG002VMSEL178","Cluster_BSS","Hard disk 1","60","Thick","Persistent","[DS_OS_SELFCARE] TG002VMSEL178/TG002VMSEL178.vmdk"
"TG002VMSEL179","Cluster_BSS","Hard disk 1","16","Thick","Persistent","[DS_OS_SELFCARE] TG002VMSEL179/TG002VMSEL179.vmdk"
"TG002VMDBSECMS1","Cluster_SAGE","Hard disk 1","120","Thin","Persistent","[DS_OS_ECMS] TG002VMDBSECMS001/TG002VMDBSECMS001.vmdk"
"TG002VMDBSECMS1","Cluster_SAGE","Hard disk 2","1024","Thin","Persistent","[DS_DATA_ECMS] TG002VMDBSECMS001/TG002VMDBSECMS001_1.vmdk"
"Model_2022","Cluster_PF_SAGE","Hard disk 1","205","Thin","Persistent","[DS-OS-VAS-027_BIS] Model_2022/Model_2022.vmdk"
"TG002VMDBS187","Cluster_SAGE","Hard disk 1","500","Thin","Persistent","[DS_OS_SAGE_V12] TG002VMDBS187/TG002VMDBS187.vmdk"
"TG002VMDBS187","Cluster_SAGE","Hard disk 2","1536","Thin","Persistent","[DS_DATA_SAGE_V12] TG002VMDBS187/TG002VMDBS187.vmdk"
"TG002VMDBS187","Cluster_SAGE","Hard disk 3","1024","Thin","Persistent","[DS_DATA_SAGE_V12] TG002VMDBS187/TG002VMDBS187_1.vmdk"
"TG002VMAPP129","Cluster_SAGE","Hard disk 1","500","Thin","Persistent","[DS_OS_SAGE_V12] TG002VMAPP129/TG002VMAPP129.vmdk"
"TG002VMWEB130","Cluster_SAGE","Hard disk 1","500","Thin","Persistent","[DS_OS_SAGE_V12] TG002VMWEB130/TG002VMWEB130-000001.vmdk"
"TG002VMWEB130","Cluster_SAGE","Hard disk 2","500","Thin","Persistent","[DS_DATA_SAGE_V12] TG002VMWEB130/TG002VMWEB130-000002.vmdk"
"TG002VMBGS001 (tg001vmbip001)","Cluster_BSS","Hard disk 1","300","Thin","Persistent","[DS-OS-BRM] TG002VMBGS001/TG002VMBGS001-000002.vmdk"
"TG002VMMPM001","Cluster_BSS","Hard disk 1","500","Thin","Persistent","[DS_OS_MPM] TG002VMMPM001/TG002VMMPM001.vmdk"
"TG002VMMPM002","Cluster_BSS","Hard disk 1","500","Thin","Persistent","[DS_OS_MPM] TG002VMMPM002/TG002VMMPM002.vmdk"
"TG002VMMPM003","Cluster_BSS","Hard disk 1","500","Thin","Persistent","[DS_OS_MPM] TG002VMMPM003/TG002VMMPM003.vmdk"
"TG002VMMPMTEST","Cluster_SAGE","Hard disk 1","100","Thin","Persistent","[DS_OS_MPM] TG002VMMPMTEST/TG002VMMPMTEST.vmdk"
"TG002VMCTX017","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_OS_CTX_2] TG002VMCTX017/TG002VMCTX017.vmdk"
"TG002VMAPP125","Cluster_BSS","Hard disk 1","500","Thin","Persistent","[DS_OS_ELK] TG002VMAPP125/TG002VMAPP125.vmdk"
"TG002VMAPP125","Cluster_BSS","Hard disk 2","2048","Thin","Persistent","[DS_Temp_ELK] TG002VMAPP125/TG002VMAPP125.vmdk"
"TG002VMSUS100","Cluster_ESS","Hard disk 1","300","Thin","Persistent","[DS-OS-VAS-027_BIS] TG002VMSUS100_1/TG002VMSUS100.vmdk"
"TG002VMAPP028","Cluster_PF_BSS","Hard disk 1","200","Thin","Persistent","[DS_OS_XTASKs] TG002VMAPP028/TG002VMAPP028.vmdk"
"TG002VMAPP028","Cluster_PF_BSS","Hard disk 2","3072","Thin","Persistent","[DS_OS_XTASKs] TG002VMAPP028/TG002VMAPP028_1.vmdk"
"TG002VMDEV106","Cluster_PF_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_DEV00_4] TG002VMDEV106/TG002VMDEV106.vmdk"
"vproxy_test2","Cluster_SAGE","Hard disk 1","58,59","Thick","Persistent","[DS_OS_DATA_FIL022] vproxy_test2/vproxy_test2.vmdk"
"vproxy_test2","Cluster_SAGE","Hard disk 2","97,66","Thick","Persistent","[DS_OS_DATA_FIL022] vproxy_test2/vproxy_test2_1.vmdk"
"TG002VMELK001","Cluster_BSS","Hard disk 1","300","Thick","Persistent","[DS_OS_ELK_2] TG002VMELK001/TG002VMELK001.vmdk"
"TG002VMELK001","Cluster_BSS","Hard disk 2","1536","Thin","Persistent","[DS_ELK_HOST1] TG002VMELK001/TG002VMELK001_1.vmdk"
"TG002VMELK001","Cluster_BSS","Hard disk 3","6144","Thin","Persistent","[DS_ELK_HOST1] TG002VMELK001/TG002VMELK001_2.vmdk"
"TG002VMELK001","Cluster_BSS","Hard disk 4","10240","Thin","Persistent","[DS_ELK_HOST1] TG002VMELK001/TG002VMELK001_3.vmdk"
"TG002VMELK002","Cluster_PF_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_ELK_2] TG002VMELK002/TG002VMELK002.vmdk"
"TG002VMELK002","Cluster_PF_SAGE","Hard disk 2","1536","Thin","Persistent","[DS_ELK_HOST2] TG002VMELK002/TG002VMELK002_1.vmdk"
"TG002VMELK002","Cluster_PF_SAGE","Hard disk 3","6144","Thin","Persistent","[DS_ELK_HOST2] TG002VMELK002/TG002VMELK002_2.vmdk"
"TG002VMELK002","Cluster_PF_SAGE","Hard disk 4","10240","Thin","Persistent","[DS_ELK_HOST2] TG002VMELK002/TG002VMELK002_3.vmdk"
"TG002VMELK003","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_ELK_2] TG002VMELK003/TG002VMELK003.vmdk"
"TG002VMELK003","Cluster_SAGE","Hard disk 2","1536","Thin","Persistent","[DS_ELK_HOST3] TG002VMELK003/TG002VMELK003_1.vmdk"
"TG002VMELK003","Cluster_SAGE","Hard disk 3","6144","Thin","Persistent","[DS_ELK_HOST3] TG002VMELK003/TG002VMELK003_2.vmdk"
"TG002VMELK003","Cluster_SAGE","Hard disk 4","10240","Thin","Persistent","[DS_ELK_HOST3] TG002VMELK003/TG002VMELK003_3.vmdk"
"TG002VMELK003","Cluster_SAGE","Hard disk 5","10240","Thin","Persistent","[DS_ELK_HOST3] TG002VMELK003/TG002VMELK003_4.vmdk"
"TG002VMELK004","Cluster_BSS","Hard disk 1","300","Thin","Persistent","[DS_OS_ELK_2] TG002VMELK004/TG002VMELK004.vmdk"
"TG002VMELK004","Cluster_BSS","Hard disk 2","4096","Thin","Persistent","[DS_ELK_HOST4] TG002VMELK004/TG002VMELK004_1.vmdk"
"TG002VMELK004","Cluster_BSS","Hard disk 3","5120","Thin","Persistent","[DS_ELK_HOST4] TG002VMELK004/TG002VMELK004_2.vmdk"
"TG002VMQRAD005","Cluster_ESS","Hard disk 1","4096","Thin","Persistent","[DS_DATA_QRADAR_603] TG002VMQRAD005/TG002VMQRAD005-000004.vmdk"
"TG002VMAPPHOST005","Cluster_ESS","Hard disk 1","1024","Thin","Persistent","[DS_DATA_QRADAR_603] TG002VMAPPHOST005/TG002VMAPPHOST005-000004.vmdk"
"TG002VMIPS001","Cluster_PF_BSS","Hard disk 1","2","Thick","Persistent","[DS_OS_IPS] TG002VMIPS001/TG002VMIPS001.vmdk"
"TG002VMIPS001","Cluster_PF_BSS","Hard disk 2","500","Thick","Persistent","[DS_OS_IPS] TG002VMIPS001/TG002VMIPS001_1.vmdk"
"vproxy-ess","Cluster_ESS","Hard disk 1","58,59","Thick","Persistent","[DS-DATA-VAS-027] vproxy-ess/vproxy-ess.vmdk"
"vproxy-ess","Cluster_ESS","Hard disk 2","97,66","Thick","Persistent","[DS-DATA-VAS-027] vproxy-ess/vproxy-ess_1.vmdk"
"TG002VMQRAD006","Cluster_ESS","Hard disk 1","4096","Thin","Persistent","[DS_DATA_QRADAR_602] TG002VMQRAD006/TG002VMQRAD006.vmdk"
"TG002VMAPPHOST006","Cluster_ESS","Hard disk 1","1024","Thin","Persistent","[DS_DATA_QRADAR_602] TG002VMAPPHOST006/TG002VMAPPHOST006.vmdk"
"TG002VMFIL035","Cluster_PF_BSS","Hard disk 1","400","Thin","Persistent","[DS_OS_XFILE_035] TG002VMFIL035/TG002VMFIL035.vmdk"
"TG002VMFIL035","Cluster_PF_BSS","Hard disk 2","5120","Thin","Persistent","[DS_DATA_XFILE_H] TG002VMFIL032/TG002VMFIL032.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 1","400","Thin","Persistent","[DS-OS-VAS-027_BIS] TG002VMFIL036/TG002VMFIL036.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 2","3072","Thin","Persistent","[DS_DATA_XF_NEW] TG002VMFIL035/TG002VMFIL035.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 3","3072","Thin","Persistent","[DS_DATA_XXFILE01] TG002VMFIL032/TG002VMFIL032.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 4","6144","Thin","Persistent","[DS_DATA_XXFILE-1] TG002VMFIL032/TG002VMFIL032.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 5","6144","Thin","Persistent","[DS_DATA_XXFILE-2] TG002VMFIL032/TG002VMFIL032.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 6","20480","Thin","Persistent","[DS_DATA_XFILES_i] TG002VMFIL032/TG002VMFIL032.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 7","350","Thin","Persistent","[DS_OS_XFILE01] TG002VMFIL032/TG002VMFIL032.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 8","6246,4","Thin","Persistent","[DS_DATA_XFILES_00] TG002VMFIL032/TG002VMFIL032.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 9","5120","Thin","Persistent","[DS_DATA_XFILES_001] TG002VMFIL036/TG002VMFIL036.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 10","6758,4","Thin","Persistent","[DS_DATA_XFILES_002] TG002VMFIL036/TG002VMFIL036.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 11","10752","Thin","Persistent","[DS_DATA_XFILES_003] TG002VMFIL036/TG002VMFIL036.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 12","17920","Thin","Persistent","[DS_DATA_XFILES_004] TG002VMFIL036/TG002VMFIL036.vmdk"
"TG002VMFIL036","Cluster_PF_BSS","Hard disk 13","1024","Thin","Persistent","[DS_DATA_Xfile_1Tb] TG002VMFIL036/TG002VMFIL036.vmdk"
"TG002VMXRT101","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_XRT] TG002VMXRT101/TG002VMXRT101.vmdk"
"TG002VMXRT101","Cluster_PF_SAGE","Hard disk 2","200","Thin","Persistent","[DS_DATA_XRT] TG002VMXRT101/TG002VMXRT101.vmdk"
"TG002VMSEI001","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_XRT] TG002VMSEI001/TG002VMSEI001.vmdk"
"TG002VMSEI001","Cluster_PF_SAGE","Hard disk 2","200","Thin","Persistent","[DS_DATA_XRT] TG002VMSEI001/TG002VMSEI001.vmdk"
"Network_Troubleshoot","Cluster_PF_BSS","Hard disk 1","100","Thick","Persistent","[DS_DATA_CDR-3] Network_Troubleshoot/Network_Troubleshoot.vmdk"
"TG002VMCTX001","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_RESTO_SAGE] TG002VMCTX001_RE/TG002VMCTX001_RE.vmdk"
"TG002VMACD011","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_OS_ADC_011] TG002VMACD011/TG002VMACD011.vmdk"
"TG002VMAVS176","Cluster_SAGE","Hard disk 1","1536","Thin","Persistent","[DS_OS-AVS] TG002VMAVS176/TG002VMAVS176.vmdk"
"TG002VMTIEMAR003","Cluster_SAGE","Hard disk 1","115","Thick","Persistent","[DS-OS-TIEMAR-01] TG002VMTIEMAR003/TG002VMTIEMAR003.vmdk"
"TG002VMTIEMAR004","Cluster_SAGE","Hard disk 1","115","Thick","Persistent","[DS-OS-TIEMAR-01] TG002VMTIEMAR004/TG002VMTIEMAR004.vmdk"
"TG002VMDBS029","Cluster_SAGE","Hard disk 1","400","Thin","Persistent","[DS_OS_DBSQL-2] TG002VMDBS029/TG002VMDBS029.vmdk"
"TG002VMDBS029","Cluster_SAGE","Hard disk 2","200","Thick","Persistent","[DS_DATA_DBSQL-1] TG002VMDBS029/TG002VMDBS029_2.vmdk"
"TG002VMDBS029","Cluster_SAGE","Hard disk 3","2048","Thin","Persistent","[DS_DATA_DBSQL-2] TG002VMDBS029/TG002VMDBS029.vmdk"
"TG002VMDBS029","Cluster_SAGE","Hard disk 4","146","Thin","Persistent","[DS_OS_DBSQL-1] TG002VMDBS029/TG002VMDBS029_3.vmdk"
"TG002VMACD013","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_OS_ADC_013] TG002VMACD013/TG002VMACD013.vmdk"
"TG002VMPKI101","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_OS_PKI_02] TG002VMPKI101/TG002VMPKI101.vmdk"
"TG002VMMFA002","Cluster_ESS","Hard disk 1","300","Thin","Persistent","[DS_OS_MFA] TG002VMMFA002/TG002VMMFA002.vmdk"
"TG002VMREB200_Test","Cluster_BSS","Hard disk 1","200","Thin","Persistent","[DS_RESTO_SAGE] TG002VMREB200_Test/TG002VMREB200_Test.vmdk"
"TG002VMAPP041","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_SAGEX3_TEST] TG002VMAPP041/TG002VMAPP041.vmdk"
"TG002VMAPP041","Cluster_SAGE","Hard disk 2","500","Thin","Persistent","[DS-OS-VAS-027_BIS] TG002VMAPP041/TG002VMAPP041.vmdk"
"Modele","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_DATA_MX_1] Modele/Modele.vmdk"
