"VM","Cluster","Disk","CapacityGB","StorageFormat","Persistence","Filename"
"TG002VMDEV104","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS_OS_DEV00-2] TG002VMDEV104/TG002VMDEV104.vmdk"
"TG002VMDEV104","Cluster_DWH","Hard disk 2","200","Thick","Persistent","[DS_OS_DEV00-2] TG002VMDEV104/TG002VMDEV104_1.vmdk"
"TG002VMDBS019","Cluster_DWH","Hard disk 1","500","Thin","Persistent","[DS_ICT_DATA] TG002VMDBS019_REST/TG002VMDBS019_REST.vmdk"
"TG002VMDBS019","Cluster_DWH","Hard disk 2","1024","Thin","Persistent","[DS_ICT_DATA] TG002VMDBS019_REST/TG002VMDBS019_REST_1.vmdk"
"TG002VMCOM01","Cluster_DWH","Hard disk 1","40","Thick","Persistent","[DS_OS_WHEHOUS] TG002VMCOM01/TG002VMCOM01.vmdk"
"TG002VMBOS133","Cluster_DWH","Hard disk 1","100","Thin","Persistent","[DS_STB_FZ_OS_BD] TG002VMBOS001/TG002VMBOS001.vmdk"
"TG002VMBIP018","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS-OS-BRM] TG002VMBIP018/TG002VMBIP018.vmdk"
"TG002VMOCO014","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO014/TG002VMOCO014.vmdk"
"TG002VMOCO014","Cluster_DWH","Hard disk 2","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO014/TG002VMOCO014_1.vmdk"
"TG002VMAPP131","Cluster_DWH","Hard disk 1","250","Thin","Persistent","[DS_STB_FZ_OS_BD] TG002VMAPP131/TG002VMAPP131.vmdk"
"TG002VMAPP131","Cluster_DWH","Hard disk 2","500","Thin","Persistent","[DS_STB_FZ_OS_BD] TG002VMAPP131/TG002VMAPP131_1.vmdk"
