"EntityType","EntityName","Cluster","Metric","Unit","Samples","Average","P95","P99","Maximum","Minimum","FirstSample","LastSample"
"VM","TG002VMWEB130","Cluster_SAGE","cpu.ready.summation","millisecond","358","74045,338","92028","99155","103568","55500","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMWEB130","Cluster_SAGE","cpu.usage.average","%","358","3,8808","4,28","4,46","4,55","3,23","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMWEB130","Cluster_SAGE","cpu.usagemhz.average","MHz","358","511,3101","565","588","599","426","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMWEB130","Cluster_SAGE","disk.usage.average","KBps","358","259,352","386","1002","1404","102","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMWEB130","Cluster_SAGE","mem.consumed.average","KB","358","33550005,9777","33554432","33554432","33554432","33274812","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMWEB130","Cluster_SAGE","mem.usage.average","%","358","6,1985","6,88","7,21","7,62","5,09","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMWEB130","Cluster_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMWEB130","Cluster_SAGE","net.usage.average","KBps","358","8,9218","27","35","39","2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","89648,7263","117115","128557","129314","64864","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","cpu.usage.average","%","358","14,2612","18,04","18,16","18,27","0,55","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","3074,0223","3889","3913","3938","120","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","disk.usage.average","KBps","358","45,0838","75","400","3087","15","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","mem.consumed.average","KB","358","16759107,5726","16763893","16764043","16764130","15623484","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","mem.usage.average","%","358","7,0944","9,01","9,77","14,94","2,63","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS093","Cluster_PF_SAGE","net.usage.average","KBps","358","9,581","103","155","246","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","cpu.ready.summation","millisecond","358","95677,5","119954","130244","133036","67510","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","cpu.usage.average","%","358","2,1871","2,64","2,75","3,07","1,61","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","cpu.usagemhz.average","MHz","358","472,1788","570","593","662","348","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","disk.usage.average","KBps","358","39,8547","60","103","129","26","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","mem.consumed.average","KB","358","16765223,8156","16766858","16766870","16766897","16626991","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","mem.usage.average","%","358","7,8165","8,67","10,12","10,79","6,6","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAAD001","Cluster_PF_BSS","net.usage.average","KBps","358","3,1034","4","9","20","2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","cpu.ready.summation","millisecond","358","10224,4832","11104","11282","11484","8753","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","cpu.usage.average","%","358","4,2235","5,08","5,72","6,18","2,68","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","cpu.usagemhz.average","MHz","358","184,9972","223","250","271","117","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","disk.usage.average","KBps","358","76,5866","220","634","794","25","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","mem.consumed.average","KB","358","8386729,0922","8387612","8387616","8387616","8341013","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","mem.usage.average","%","358","8,4775","10","10,99","11,91","5,6","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDSHBD01","Cluster_ESS","net.usage.average","KBps","358","3,1453","4","8","17","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSUS100","Cluster_ESS","cpu.ready.summation","millisecond","358","67524,9525","86659","109985","112006","48535","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSUS100","Cluster_ESS","cpu.usage.average","%","358","13,042","13,53","13,62","13,69","12,32","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSUS100","Cluster_ESS","cpu.usagemhz.average","MHz","358","2290,3994","2376","2392","2404","2164","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSUS100","Cluster_ESS","disk.usage.average","KBps","358","557,6844","618","630","688","522","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSUS100","Cluster_ESS","mem.consumed.average","KB","358","66622911,1453","66629632","66629632","66629632","66259468","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSUS100","Cluster_ESS","mem.usage.average","%","358","18,262","18,83","19,09","19,3","17,26","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSUS100","Cluster_ESS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM002","Cluster_BSS","cpu.ready.summation","millisecond","358","5839,757","6359","6532","6573","4190","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM002","Cluster_BSS","cpu.usage.average","%","358","0,1084","0,12","0,13","0,15","0,09","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM002","Cluster_BSS","cpu.usagemhz.average","MHz","358","16,5028","18","19","23","14","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM002","Cluster_BSS","disk.usage.average","KBps","358","1,9888","14","15","15","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM002","Cluster_BSS","mem.consumed.average","KB","358","9177846,0084","9179128","9179128","9179128","9102635","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM002","Cluster_BSS","mem.usage.average","%","358","0,9994","1,04","1,07","1,11","0,99","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM002","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM001","Cluster_BSS","cpu.ready.summation","millisecond","358","6085,5447","7299","7486","7572","3774","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM001","Cluster_BSS","cpu.usage.average","%","358","0,1095","0,12","0,13","0,14","0,09","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM001","Cluster_BSS","cpu.usagemhz.average","MHz","358","16,6592","19","20","21","14","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM001","Cluster_BSS","disk.usage.average","KBps","358","2,0363","14","15","16","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM001","Cluster_BSS","mem.consumed.average","KB","358","9323882,9721","9324540","9324540","9324540","9246832","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM001","Cluster_BSS","mem.usage.average","%","358","1,0005","1,04","1,09","1,14","0,99","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM001","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","cpu.ready.summation","millisecond","358","10005,3296","10937","11201","11381","6125","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","cpu.usage.average","%","358","0,1583","0,2","0,28","0,36","0,14","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","cpu.usagemhz.average","MHz","358","24,0978","31","42","55","21","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","disk.usage.average","KBps","358","5,6229","40","70","123","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","mem.consumed.average","KB","358","9831379,9246","9832448","9832448","9832448","9750511","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","mem.usage.average","%","358","1,0213","1,14","1,22","1,54","0,99","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMMPM003","Cluster_BSS","net.usage.average","KBps","358","1,2514","2","4","30","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","cpu.ready.summation","millisecond","358","10817,8045","11758","12420","13208","7744","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","cpu.usage.average","%","358","0,3595","0,58","0,59","0,74","0,3","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","cpu.usagemhz.average","MHz","358","35,852","58","59","74","30","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","disk.usage.average","KBps","358","7,2793","66","67","102","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","mem.consumed.average","KB","358","12432250,3324","12433408","12433408","12433408","12329796","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","mem.usage.average","%","358","0,9992","1,04","1,06","1,08","0,99","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMBIP118","Cluster_BSS","net.usage.average","KBps","358","5,0698","38","38","62","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","cpu.ready.summation","millisecond","358","7742,0251","9163","9748","9794","5847","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","cpu.usage.average","%","358","0,6731","1,1","1,16","1,48","0,57","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","cpu.usagemhz.average","MHz","358","33,176","54","57","74","28","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","disk.usage.average","KBps","358","5,4162","66","69","102","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","mem.consumed.average","KB","358","4474591,8073","4476928","4476928","4476928","4402313","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","mem.usage.average","%","358","0,9969","1,03","1,05","1,09","0,99","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCOM101","Cluster_BSS","net.usage.average","KBps","358","4,3101","38","38","62","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","cpu.ready.summation","millisecond","358","18557,7123","24128","27939","63841","12929","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","cpu.usage.average","%","358","3,8077","4,92","5,33","9,1","3,2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","cpu.usagemhz.average","MHz","358","189,5475","245","266","453","159","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","disk.usage.average","KBps","358","59,8855","142","187","210","25","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","mem.consumed.average","KB","358","66865925,6397","66870287","66870288","66870292","66498464","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","mem.usage.average","%","358","1,5906","1,92","2,18","3,75","1,16","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBS119(POSTPAID)","Cluster_BSS","net.usage.average","KBps","358","15,8408","80","98","117","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","cpu.ready.summation","millisecond","358","42538,3184","46726","51704","69170","30273","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","cpu.usage.average","%","358","0,4588","0,49","0,53","2,08","0,37","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","cpu.usagemhz.average","MHz","358","92,257","99","106","415","75","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","disk.usage.average","KBps","358","12,9609","19","38","257","8","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","mem.consumed.average","KB","358","9782799,2709","10431120","10472252","10476346","9230803","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","mem.usage.average","%","358","2,7497","3,08","3,24","3,81","2,09","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREP002","Cluster_BSS","net.usage.average","KBps","358","49,9637","2","3","17143","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","38730,1117","42915","44910","45256","33703","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","cpu.usage.average","%","358","1,4608","1,71","2,03","2,11","1,11","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","157,4637","184","218","227","120","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","disk.usage.average","KBps","358","40,8073","76","90","188","23","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","mem.consumed.average","KB","358","8383536,2346","8383566","8383586","8383586","8383484","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","mem.usage.average","%","358","20,9916","22,97","23,5","24,27","11,89","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMLIC100","Cluster_PF_SAGE","net.usage.average","KBps","358","2,5112","3","6","17","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","cpu.ready.summation","millisecond","358","304103,2626","331628","346753","360727","130158","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","cpu.usage.average","%","358","17,7287","22,65","42,05","49,91","1,92","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","cpu.usagemhz.average","MHz","358","26539,3966","33910","62931","74692","2878","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","disk.usage.average","KBps","358","13096,2374","15967","48714","57987","34","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","mem.consumed.average","KB","358","96460009,7877","96468992","96468992","96468992","95665084","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","mem.usage.average","%","358","14,4868","16,39","23,54","25,1","4,83","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMELK004","Cluster_BSS","net.usage.average","KBps","358","8267,8296","9163","12301","14264","5682","09/08/2026 22:00:00","08/09/2026 16:00:00"
