"EntityType","EntityName","Cluster","Metric","Unit","Samples","Average","P95","P99","Maximum","Minimum","FirstSample","LastSample"
"VM","TG001VMINF122","Cluster_DR","cpu.ready.summation","millisecond","358","31852,662","39010","39625","40433","15920","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF122","Cluster_DR","cpu.usage.average","%","358","6,4109","6,68","6,95","7,25","5,76","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF122","Cluster_DR","cpu.usagemhz.average","MHz","358","537,1508","560","583","608","483","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF122","Cluster_DR","disk.usage.average","KBps","358","228,0251","247","252","258","180","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF122","Cluster_DR","mem.consumed.average","KB","358","22001119,8687","22001630","22001712","22001808","21940257","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF122","Cluster_DR","mem.usage.average","%","358","14,9372","15,81","16,13","17,42","13,78","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF122","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF122","Cluster_DR","net.usage.average","KBps","358","132,9162","154","167","202","46","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","cpu.ready.summation","millisecond","358","9274,0726","11500","11671","11774","7914","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","cpu.usage.average","%","358","0,3857","0,4","0,41","0,46","0,36","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","cpu.usagemhz.average","MHz","358","32,1899","33","34","39","30","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","disk.usage.average","KBps","358","14,1257","25","25","25","3","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","mem.consumed.average","KB","358","2548784,4553","2551397","2551410","2551412","2518954","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","mem.usage.average","%","358","1,8352","2,07","2,18","2,24","1,48","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vproxy-DR","Cluster_DR","net.usage.average","KBps","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","cpu.ready.summation","millisecond","358","8421,014","10205","10488","10745","4243","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","cpu.usage.average","%","358","0,647","0,67","0,67","0,67","0,61","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","cpu.usagemhz.average","MHz","358","110,824","114","115","115","105","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","disk.usage.average","KBps","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","mem.consumed.average","KB","358","16697259,2318","16697260","16697260","16697260","16697248","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","mem.usage.average","%","358","1,3401","1,5","1,57","1,62","1,12","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMINF105","Cluster_DR_Ext.","net.usage.average","KBps","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","cpu.ready.summation","millisecond","358","49596,8631","60660","61590","63263","30540","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","cpu.usage.average","%","358","18,8986","20,08","20,46","20,59","16,77","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","cpu.usagemhz.average","MHz","358","3168,0307","3365","3429","3452","2812","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","disk.usage.average","KBps","358","27,7179","67","284","423","12","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","mem.consumed.average","KB","358","29767354,4609","31252480","31252480","31252480","28487680","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","mem.usage.average","%","358","1,1001","1,22","1,26","1,65","1","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TEST","Cluster_DR","net.usage.average","KBps","358","2,4162","1","5","707","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-9da814de-bb36-458b-964e-104fc5bc64ea","Cluster_DR","cpu.ready.summation","millisecond","358","1764,7961","1934","2031","2101","1485","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-9da814de-bb36-458b-964e-104fc5bc64ea","Cluster_DR","cpu.usage.average","%","358","0,223","0,27","0,28","0,31","0,2","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-9da814de-bb36-458b-964e-104fc5bc64ea","Cluster_DR","cpu.usagemhz.average","MHz","358","4,2123","5","5","6","3","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-9da814de-bb36-458b-964e-104fc5bc64ea","Cluster_DR","disk.usage.average","KBps","358","6,0112","8","10","22","3","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-9da814de-bb36-458b-964e-104fc5bc64ea","Cluster_DR","mem.consumed.average","KB","358","130265,5587","131072","131072","131072","128285","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-9da814de-bb36-458b-964e-104fc5bc64ea","Cluster_DR","mem.usage.average","%","358","18,0171","18,88","19,22","24,24","15,99","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-9da814de-bb36-458b-964e-104fc5bc64ea","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-325b12f3-e4a9-4e7d-9df4-eac64db8d6cb","Cluster_DR","cpu.ready.summation","millisecond","358","666,743","905","968","1051","336","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-325b12f3-e4a9-4e7d-9df4-eac64db8d6cb","Cluster_DR","cpu.usage.average","%","358","0,217","0,23","0,23","0,26","0,21","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-325b12f3-e4a9-4e7d-9df4-eac64db8d6cb","Cluster_DR","cpu.usagemhz.average","MHz","358","4,0028","4","4","5","4","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-325b12f3-e4a9-4e7d-9df4-eac64db8d6cb","Cluster_DR","disk.usage.average","KBps","358","5,4469","6","7","14","3","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-325b12f3-e4a9-4e7d-9df4-eac64db8d6cb","Cluster_DR","mem.consumed.average","KB","358","128281,1173","129264","129267","129291","126954","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-325b12f3-e4a9-4e7d-9df4-eac64db8d6cb","Cluster_DR","mem.usage.average","%","358","17,9295","18,76","19","22,57","16,63","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","vCLS-325b12f3-e4a9-4e7d-9df4-eac64db8d6cb","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
