"VM","Cluster","Disk","CapacityGB","StorageFormat","Persistence","Filename"
"vproxy-fz_OLD","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","97,66","Thin","Persistent","[DS_FLZ_BACKUP] vproxy-fz/vproxy-fz_1.vmdk"
"TG002VMAPI213","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_API] TG002VMAPI213/TG002VMAPI213.vmdk"
"TG002VMAPI214","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_API] TG002VMAPI214/TG002VMAPI214.vmdk"
"TG002VMAPP217","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_APP] TG002VMAPP217/TG002VMAPP217.vmdk"
"TG002VMDBO220","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","1024","Thick","Persistent","[DS_FLZN_OS_BD] TG002VMDBO220/TG002VMDBO220.vmdk"
"TG002VMDBO220","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","2048","EagerZeroedThick","Persistent","[DS_FLZN_DATA_BD] TG002VMDBO219/TG002VMDBO219.vmdk"
"TG002VMDBO220","CLUSTER_PF_FLOOZ_PROD","Hard disk 3","2048","EagerZeroedThick","Persistent","[DS_FLZN_DATA_BD] TG002VMDBO219/TG002VMDBO219_1.vmdk"
"TG002VMDBO220","CLUSTER_PF_FLOOZ_PROD","Hard disk 4","2048","EagerZeroedThick","Persistent","[DS_FLZN_DATA_BD] TG002VMDBO219/TG002VMDBO219_2.vmdk"
"TG002VMDBO220","CLUSTER_PF_FLOOZ_PROD","Hard disk 5","2048","EagerZeroedThick","Persistent","[DS_FLZN_DATA_BD] TG002VMDBO219/TG002VMDBO219_3.vmdk"
"TG002VMDBO220","CLUSTER_PF_FLOOZ_PROD","Hard disk 6","2048","EagerZeroedThick","Persistent","[DS_FLZN_DATA_BD] TG002VMDBO219/TG002VMDBO219_4.vmdk"
"TG002VMEWB214","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_EWB] TG002VMEWB214/TG002VMEWB214.vmdk"
"TG002VMEWB214","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","500","Thick","Persistent","[DS_FLZN_DATA_EWB] TG002VMEWB214/TG002VMEWB214_1.vmdk"
"TG002VMEWB214","CLUSTER_PF_FLOOZ_PROD","Hard disk 3","500","Thick","Persistent","[DS_FLZN_DATA_EWB] TG002VMEWB214/TG002VMEWB214_2.vmdk"
"TG002VMIWB222","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_IWB] TG002VMIWB222/TG002VMIWB222.vmdk"
"TG002VMIWB222","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","500","Thick","Persistent","[DS_FLZN_DATA_IWB] TG002VMIWB222/TG002VMIWB222_1.vmdk"
"TG002VMIWB222","CLUSTER_PF_FLOOZ_PROD","Hard disk 3","500","Thick","Persistent","[DS_FLZN_DATA_IWB] TG002VMIWB222/TG002VMIWB222_2.vmdk"
"TG002VMMTR229","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_MTR] TG002VMMTR229/TG002VMMTR229.vmdk"
"TG002VMMTR229","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","1024","Thick","Persistent","[DS_FLZN_DATA_MTR] TG002VMMTR229/TG002VMMTR229.vmdk"
"TG002VMMTR229","CLUSTER_PF_FLOOZ_PROD","Hard disk 3","1024","Thick","Persistent","[DS_FLZN_DATA_MTR] TG002VMMTR229/TG002VMMTR229_1.vmdk"
"TG002VMPPP005","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_3PP(2)] TG002VMPPP005/TG002VMPPP005.vmdk"
"TG002VMPPP006","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_3PP(2)] TG002VMPPP006/TG002VMPPP006.vmdk"
"TG002VMSMC227","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_SMSC] TG002VMSMC227/TG002VMSMC227.vmdk"
"TG002VMUSD220","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_USSD] TG002VMUSD220/TG002VMUSD220.vmdk"
"TG002VMUSD221","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_USSD] TG002VMUSD221/TG002VMUSD221.vmdk"
"TG002VMSMTP223","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","200","Thin","Persistent","[DS_FLZN_DATA_USSD] TG002VMSMTP223/TG002VMSMTP223.vmdk"
